"INDICATOR","H2020_5"

"H2020_5","Per capita alcohol consumption among people aged 15+ within a calendar year (liters of pure alcohol)"

"UNIT_TYPE","Unit"
"LITRES_PCAPITA","litres per capita"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"H2020","Indicators for Health 2020"

"DATA_TYPE_REPRESENTATION","Data type representation"
"RATIO","Ratio"

"DATA_SET","Data set"
"H2020","Indicators for monitoring Health 2020 policy targets (WHO)"
"JMF","Joint Monitoring Framework (JMF)"

"COUNTRY","COUNTRY_GRP","YEAR","VALUE"
"","WHO_EURO","2009","9.01"
"","WHO_EURO","2010","8.9"
"","WHO_EURO","2011","8.89"
"","WHO_EURO","2012","8.79"
"","WHO_EURO","2013","8.44"
"","WHO_EURO","2014","8.21"
"","WHO_EURO","2015","8.03"
"","WHO_EURO","2016","7.91"

"Last update","2019.10.17 14:21:23 GMT"
"Description","Per capita alcohol consumption among people aged 15+ within a calendar year (liters of pure alcohol)"
"Reference link","https://dw.euro.who.int/api/v3/measures/H2020_5?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2022. All rights reserved.","https://www.who.int/about/policies/publishing/copyright"
