COUNTRY,COUNTRY_GRP,YEAR,VALUE
"MKD","","2006","18.8"
"MKD","","2007","19.1"
"MKD","","2008","19.4"
"MKD","","2009","19.8"
"MKD","","2010","20.1"
"MKD","","2011","20.5"
"MKD","","2012","20.8"
"MKD","","2013","21.2"
"MKD","","2014","21.6"
"MKD","","2015","22"
"MKD","","2016","22.4"
"MLT","","1975","15.6"
"MLT","","1976","15.9"
"MLT","","1977","16.1"
"MLT","","1978","16.3"
"MLT","","1979","16.6"
"MLT","","1980","16.8"
"MLT","","1981","17.1"
"MLT","","1982","17.3"
"MLT","","1983","17.6"
"MLT","","1984","17.8"
"MLT","","1985","18.1"
"MLT","","1986","18.4"
"MLT","","1987","18.7"
"MLT","","1988","19"
"MLT","","1989","19.3"
"MLT","","1990","19.6"
"MLT","","1991","19.9"
"MLT","","1992","20.3"
"MLT","","1993","20.6"
"MLT","","1994","20.9"
"MLT","","1995","21.3"
"MLT","","1996","21.6"
"MLT","","1997","22"
"MLT","","1998","22.4"
"MLT","","1999","22.7"
"MLT","","2000","23.1"
"MLT","","2001","23.5"
"MLT","","2002","23.9"
"MLT","","2003","24.2"
"MLT","","2004","24.6"
"MLT","","2005","25"
"MLT","","2006","25.3"
"MLT","","2007","25.7"
"MLT","","2008","26.1"
"MLT","","2009","26.4"
"MLT","","2010","26.8"
"MLT","","2011","27.1"
"MLT","","2012","27.5"
"MLT","","2013","27.8"
"MLT","","2014","28.2"
"MLT","","2015","28.5"
"MLT","","2016","28.9"
"MNE","","1975","6.1"
"MNE","","1976","6.4"
"MNE","","1977","6.6"
"MNE","","1978","6.9"
"MNE","","1979","7.2"
"MNE","","1980","7.5"
"MNE","","1981","7.9"
"MNE","","1982","8.2"
"MNE","","1983","8.6"
"MNE","","1984","8.9"
"MNE","","1985","9.3"
"MNE","","1986","9.7"
"MNE","","1987","10.1"
"MNE","","1988","10.6"
"MNE","","1989","11"
"MNE","","1990","11.4"
"MNE","","1991","11.9"
"MNE","","1992","12.3"
"MNE","","1993","12.8"
"MNE","","1994","13.2"
"MNE","","1995","13.7"
"MNE","","1996","14.2"
"MNE","","1997","14.7"
"MNE","","1998","15.1"
"MNE","","1999","15.6"
"MNE","","2000","16.2"
"MNE","","2001","16.6"
"MNE","","2002","17.1"
"MNE","","2003","17.6"
"MNE","","2004","18.1"
"MNE","","2005","18.6"
"MNE","","2006","19.1"
"MNE","","2007","19.5"
"MNE","","2008","20"
"MNE","","2009","20.4"
"MNE","","2010","20.8"
"MNE","","2011","21.2"
"MNE","","2012","21.6"
"MNE","","2013","22"
"MNE","","2014","22.4"
"MNE","","2015","22.8"
"MNE","","2016","23.3"
"NLD","","1975","5.5"
"NLD","","1976","5.7"
"NLD","","1977","5.8"
"NLD","","1978","6"
"NLD","","1979","6.2"
"NLD","","1980","6.5"
"NLD","","1981","6.7"
"NLD","","1982","6.9"
"NLD","","1983","7.2"
"NLD","","1984","7.4"
"NLD","","1985","7.7"
"NLD","","1986","7.9"
"NLD","","1987","8.2"
"NLD","","1988","8.5"
"NLD","","1989","8.8"
"NLD","","1990","9.1"
"NLD","","1991","9.4"
"NLD","","1992","9.8"
"NLD","","1993","10.1"
"NLD","","1994","10.5"
"NLD","","1995","10.9"
"NLD","","1996","11.3"
"NLD","","1997","11.7"
"NLD","","1998","12.2"
"NLD","","1999","12.6"
"NLD","","2000","13"
"NLD","","2001","13.5"
"NLD","","2002","13.9"
"NLD","","2003","14.4"
"NLD","","2004","14.9"
"NLD","","2005","15.4"
"NLD","","2006","15.8"
"NLD","","2007","16.3"
"NLD","","2008","16.8"
"NLD","","2009","17.3"
"NLD","","2010","17.7"
"NLD","","2011","18.2"
"NLD","","2012","18.6"
"NLD","","2013","19.1"
"NLD","","2014","19.5"
"NLD","","2015","20"
"NLD","","2016","20.4"
"NOR","","1975","7.4"
"NOR","","1976","7.7"
"NOR","","1977","8"
"NOR","","1978","8.3"
"NOR","","1979","8.6"
"NOR","","1980","8.9"
"NOR","","1981","9.2"
"NOR","","1982","9.5"
"NOR","","1983","9.8"
"NOR","","1984","10.1"
"NOR","","1985","10.4"
"NOR","","1986","10.7"
"NOR","","1987","11"
"NOR","","1988","11.3"
"NOR","","1989","11.6"
"NOR","","1990","11.9"
"NOR","","1991","12.3"
"NOR","","1992","12.6"
"NOR","","1993","13"
"NOR","","1994","13.4"
"NOR","","1995","13.8"
"NOR","","1996","14.2"
"NOR","","1997","14.6"
"NOR","","1998","15.1"
"NOR","","1999","15.5"
"NOR","","2000","16"
"NOR","","2001","16.4"
"NOR","","2002","16.8"
"NOR","","2003","17.3"
"NOR","","2004","17.7"
"NOR","","2005","18.2"
"NOR","","2006","18.6"
"NOR","","2007","19"
"NOR","","2008","19.5"
"NOR","","2009","19.9"
"NOR","","2010","20.4"
"NOR","","2011","20.8"
"NOR","","2012","21.3"
"NOR","","2013","21.7"
"NOR","","2014","22.2"
"NOR","","2015","22.6"
"NOR","","2016","23.1"
"","NORDIC","1975","7.44271263"
"","NORDIC","1976","7.72006198"
"","NORDIC","1977","7.95952112"
"","NORDIC","1978","8.22164472"
"","NORDIC","1979","8.48319613"
"","NORDIC","1980","8.74641728"
"","NORDIC","1981","8.98596452"
"","NORDIC","1982","9.27065614"
"","NORDIC","1983","9.56976629"
"","NORDIC","1984","9.8323554"
"","NORDIC","1985","10.09501774"
"","NORDIC","1986","10.38015182"
"","NORDIC","1987","10.70205314"
"","NORDIC","1988","10.96609398"
"","NORDIC","1989","11.3094382"
"","NORDIC","1990","11.59416547"
"","NORDIC","1991","11.93426617"
"","NORDIC","1992","12.25724908"
"","NORDIC","1993","12.59724205"
"","NORDIC","1994","12.93698193"
"","NORDIC","1995","13.31481519"
"","NORDIC","1996","13.65450723"
"","NORDIC","1997","13.9959412"
"","NORDIC","1998","14.39190359"
"","NORDIC","1999","14.73379029"
"","NORDIC","2000","15.1289132"
"","NORDIC","2001","15.47179091"
"","NORDIC","2002","15.84983805"
"","NORDIC","2003","16.20897312"
"","NORDIC","2004","16.56615678"
"","NORDIC","2005","16.94792886"
"","NORDIC","2006","17.30561952"
"","NORDIC","2007","17.70537773"
"","NORDIC","2008","18.06689247"
"","NORDIC","2009","18.44547544"
"","NORDIC","2010","18.84413091"
"","NORDIC","2011","19.22508619"
"","NORDIC","2012","19.62394419"
"","NORDIC","2013","20.02580917"
"","NORDIC","2014","20.42595816"
"","NORDIC","2015","20.82706104"
"","NORDIC","2016","21.24774851"
"POL","","1975","10.7"
"POL","","1976","10.9"
"POL","","1977","11.2"
"POL","","1978","11.5"
"POL","","1979","11.8"
"POL","","1980","12.1"
"POL","","1981","12.4"
"POL","","1982","12.6"
"POL","","1983","12.9"
"POL","","1984","13.2"
"POL","","1985","13.5"
"POL","","1986","13.8"
"POL","","1987","14"
"POL","","1988","14.3"
"POL","","1989","14.6"
"POL","","1990","14.9"
"POL","","1991","15.1"
"POL","","1992","15.4"
"POL","","1993","15.7"
"POL","","1994","15.9"
"POL","","1995","16.2"
"POL","","1996","16.4"
"POL","","1997","16.7"
"POL","","1998","17"
"POL","","1999","17.2"
"POL","","2000","17.5"
"POL","","2001","17.8"
"POL","","2002","18.1"
"POL","","2003","18.4"
"POL","","2004","18.8"
"POL","","2005","19.1"
"POL","","2006","19.4"
"POL","","2007","19.8"
"POL","","2008","20.1"
"POL","","2009","20.5"
"POL","","2010","20.8"
"POL","","2011","21.2"
"POL","","2012","21.5"
"POL","","2013","21.9"
"POL","","2014","22.3"
"POL","","2015","22.7"
"POL","","2016","23.1"
"PRT","","1975","5.4"
"PRT","","1976","5.6"
"PRT","","1977","5.8"
"PRT","","1978","6.1"
"PRT","","1979","6.3"
"PRT","","1980","6.6"
"PRT","","1981","6.8"
"PRT","","1982","7.1"
"PRT","","1983","7.4"
"PRT","","1984","7.7"
"PRT","","1985","8"
"PRT","","1986","8.3"
"PRT","","1987","8.6"
"PRT","","1988","8.9"
"PRT","","1989","9.3"
"PRT","","1990","9.6"
"PRT","","1991","10"
"PRT","","1992","10.4"
"PRT","","1993","10.8"
"PRT","","1994","11.2"
"PRT","","1995","11.6"
"PRT","","1996","12"
"PRT","","1997","12.4"
"PRT","","1998","12.8"
"PRT","","1999","13.3"
"PRT","","2000","13.7"
"PRT","","2001","14.1"
"PRT","","2002","14.6"
"PRT","","2003","15"
"PRT","","2004","15.4"
"PRT","","2005","15.9"
"PRT","","2006","16.3"
"PRT","","2007","16.8"
"PRT","","2008","17.2"
"PRT","","2009","17.7"
"PRT","","2010","18.1"
"PRT","","2011","18.6"
"PRT","","2012","19"
"PRT","","2013","19.5"
"PRT","","2014","19.9"
"PRT","","2015","20.4"
"PRT","","2016","20.8"
"ROU","","1975","8.3"
"ROU","","1976","8.5"
"ROU","","1977","8.8"
"ROU","","1978","9"
"ROU","","1979","9.3"
"ROU","","1980","9.6"
"ROU","","1981","9.9"
"ROU","","1982","10.2"
"ROU","","1983","10.5"
"ROU","","1984","10.9"
"ROU","","1985","11.2"
"ROU","","1986","11.5"
"ROU","","1987","11.9"
"ROU","","1988","12.3"
"ROU","","1989","12.6"
"ROU","","1990","13"
"ROU","","1991","13.4"
"ROU","","1992","13.7"
"ROU","","1993","14.1"
"ROU","","1994","14.4"
"ROU","","1995","14.7"
"ROU","","1996","15"
"ROU","","1997","15.3"
"ROU","","1998","15.6"
"ROU","","1999","15.9"
"ROU","","2000","16.2"
"ROU","","2001","16.5"
"ROU","","2002","16.8"
"ROU","","2003","17.1"
"ROU","","2004","17.5"
"ROU","","2005","17.8"
"ROU","","2006","18.2"
"ROU","","2007","18.6"
"ROU","","2008","19"
"ROU","","2009","19.4"
"ROU","","2010","19.8"
"ROU","","2011","20.2"
"ROU","","2012","20.7"
"ROU","","2013","21.1"
"ROU","","2014","21.6"
"ROU","","2015","22.1"
"ROU","","2016","22.5"
"RUS","","1975","13.9"
"RUS","","1976","14.2"
"RUS","","1977","14.4"
"RUS","","1978","14.7"
"RUS","","1979","15"
"RUS","","1980","15.2"
"RUS","","1981","15.4"
"RUS","","1982","15.7"
"RUS","","1983","15.9"
"RUS","","1984","16.1"
"RUS","","1985","16.3"
"RUS","","1986","16.5"
"RUS","","1987","16.7"
"RUS","","1988","16.9"
"RUS","","1989","17.1"
"RUS","","1990","17.3"
"RUS","","1991","17.5"
"RUS","","1992","17.6"
"RUS","","1993","17.8"
"RUS","","1994","18"
"RUS","","1995","18.1"
"RUS","","1996","18.3"
"RUS","","1997","18.5"
"RUS","","1998","18.7"
"RUS","","1999","18.8"
"RUS","","2000","19"
"RUS","","2001","19.3"
"RUS","","2002","19.5"
"RUS","","2003","19.7"
"RUS","","2004","19.9"
"RUS","","2005","20.2"
"RUS","","2006","20.4"
"RUS","","2007","20.7"
"RUS","","2008","20.9"
"RUS","","2009","21.2"
"RUS","","2010","21.4"
"RUS","","2011","21.7"
"RUS","","2012","21.9"
"RUS","","2013","22.2"
"RUS","","2014","22.5"
"RUS","","2015","22.8"
"RUS","","2016","23.1"
"","SEEHN","1975","8.47071867"
"","SEEHN","1976","8.79990817"
"","SEEHN","1977","9.10268832"
"","SEEHN","1978","9.37022822"
"","SEEHN","1979","9.6713987"
"","SEEHN","1980","9.98267835"
"","SEEHN","1981","10.29568085"
"","SEEHN","1982","10.60073845"
"","SEEHN","1983","10.89310039"
"","SEEHN","1984","11.26073036"
"","SEEHN","1985","11.55428439"
"","SEEHN","1986","11.86046362"
"","SEEHN","1987","12.2002471"
"","SEEHN","1988","12.54123337"
"","SEEHN","1989","12.83779285"
"","SEEHN","1990","13.18057277"
"","SEEHN","1991","13.54580423"
"","SEEHN","1992","13.8533419"
"","SEEHN","1993","14.21730455"
"","SEEHN","1994","14.55456143"
"","SEEHN","1995","14.88615349"
"","SEEHN","1996","15.2070946"
"","SEEHN","1997","15.50859242"
"","SEEHN","1998","15.81889152"
"","SEEHN","1999","16.14868291"
"","SEEHN","2000","16.49139819"
"","SEEHN","2001","16.79845021"
"","SEEHN","2002","17.13473128"
"","SEEHN","2003","17.47678845"
"","SEEHN","2004","17.83076728"
"","SEEHN","2005","18.18557175"
"","SEEHN","2006","18.58250337"
"","SEEHN","2007","18.95614843"
"","SEEHN","2008","19.33774624"
"","SEEHN","2009","19.74243565"
"","SEEHN","2010","20.13165067"
"","SEEHN","2011","20.5294278"
"","SEEHN","2012","20.94845829"
"","SEEHN","2013","21.34295521"
"","SEEHN","2014","21.79310891"
"","SEEHN","2015","22.19092937"
"","SEEHN","2016","22.64233857"
"SRB","","1975","7.9"
"SRB","","1976","8.2"
"SRB","","1977","8.5"
"SRB","","1978","8.8"
"SRB","","1979","9"
"SRB","","1980","9.3"
"SRB","","1981","9.6"
"SRB","","1982","9.9"
"SRB","","1983","10.2"
"SRB","","1984","10.5"
"SRB","","1985","10.8"
"SRB","","1986","11.1"
"SRB","","1987","11.4"
"SRB","","1988","11.7"
"SRB","","1989","12"
"SRB","","1990","12.3"
"SRB","","1991","12.6"
"SRB","","1992","12.9"
"SRB","","1993","13.2"
"SRB","","1994","13.6"
"SRB","","1995","13.9"
"SRB","","1996","14.2"
"SRB","","1997","14.5"
"SRB","","1998","14.8"
"SRB","","1999","15.2"
"SRB","","2000","15.5"
"SRB","","2001","15.8"
"SRB","","2002","16.2"
"SRB","","2003","16.6"
"SRB","","2004","16.9"
"SRB","","2005","17.3"
"SRB","","2006","17.7"
"SRB","","2007","18"
"SRB","","2008","18.4"
"SRB","","2009","18.8"
"SRB","","2010","19.2"
"SRB","","2011","19.6"
"SRB","","2012","20"
"SRB","","2013","20.3"
"SRB","","2014","20.7"
"SRB","","2015","21.1"
"SRB","","2016","21.5"
"SVK","","1975","7.9"
"SVK","","1976","8.2"
"SVK","","1977","8.6"
"SVK","","1978","8.9"
"SVK","","1979","9.3"
"SVK","","1980","9.6"
"SVK","","1981","10"
"SVK","","1982","10.3"
"SVK","","1983","10.6"
"SVK","","1984","11"
"SVK","","1985","11.3"
"SVK","","1986","11.6"
"SVK","","1987","11.9"
"SVK","","1988","12.2"
"SVK","","1989","12.5"
"SVK","","1990","12.8"
"SVK","","1991","13.1"
"SVK","","1992","13.4"
"SVK","","1993","13.7"
"SVK","","1994","13.9"
"SVK","","1995","14.2"
"SVK","","1996","14.5"
"SVK","","1997","14.7"
"SVK","","1998","15"
"SVK","","1999","15.2"
"SVK","","2000","15.5"
"SVK","","2001","15.8"
"SVK","","2002","16"
"SVK","","2003","16.3"
"SVK","","2004","16.6"
"SVK","","2005","16.9"
"SVK","","2006","17.2"
"SVK","","2007","17.5"
"SVK","","2008","17.8"
"SVK","","2009","18.1"
"SVK","","2010","18.4"
"SVK","","2011","18.8"
"SVK","","2012","19.1"
"SVK","","2013","19.4"
"SVK","","2014","19.8"
"SVK","","2015","20.1"
"SVK","","2016","20.5"
"SVN","","1975","7.8"
"SVN","","1976","8.1"
"SVN","","1977","8.5"
"SVN","","1978","8.8"
"SVN","","1979","9.2"
"SVN","","1980","9.5"
"SVN","","1981","9.9"
"SVN","","1982","10.2"
"SVN","","1983","10.6"
"SVN","","1984","10.9"
"SVN","","1985","11.2"
"SVN","","1986","11.4"
"SVN","","1987","11.7"
"SVN","","1988","12"
"SVN","","1989","12.2"
"SVN","","1990","12.5"
"SVN","","1991","12.7"
"SVN","","1992","13"
"SVN","","1993","13.2"
"SVN","","1994","13.5"
"SVN","","1995","13.7"
"SVN","","1996","14"
"SVN","","1997","14.3"
"SVN","","1998","14.5"
"SVN","","1999","14.8"
"SVN","","2000","15.1"
"SVN","","2001","15.4"
"SVN","","2002","15.7"
"SVN","","2003","15.9"
"SVN","","2004","16.2"
"SVN","","2005","16.5"
"SVN","","2006","16.8"
"SVN","","2007","17.2"
"SVN","","2008","17.5"
"SVN","","2009","17.8"
"SVN","","2010","18.1"
"SVN","","2011","18.4"
"SVN","","2012","18.8"
"SVN","","2013","19.1"
"SVN","","2014","19.5"
"SVN","","2015","19.8"
"SVN","","2016","20.2"
"SWE","","1975","7.9"
"SWE","","1976","8.2"
"SWE","","1977","8.4"
"SWE","","1978","8.6"
"SWE","","1979","8.8"
"SWE","","1980","9"
"SWE","","1981","9.2"
"SWE","","1982","9.4"
"SWE","","1983","9.7"
"SWE","","1984","9.9"
"SWE","","1985","10.1"
"SWE","","1986","10.3"
"SWE","","1987","10.6"
"SWE","","1988","10.8"
"SWE","","1989","11.1"
"SWE","","1990","11.3"
"SWE","","1991","11.6"
"SWE","","1992","11.9"
"SWE","","1993","12.2"
"SWE","","1994","12.5"
"SWE","","1995","12.9"
"SWE","","1996","13.2"
"SWE","","1997","13.5"
"SWE","","1998","13.9"
"SWE","","1999","14.2"
"SWE","","2000","14.6"
"SWE","","2001","14.9"
"SWE","","2002","15.3"
"SWE","","2003","15.6"
"SWE","","2004","16"
"SWE","","2005","16.3"
"SWE","","2006","16.7"
"SWE","","2007","17.1"
"SWE","","2008","17.4"
"SWE","","2009","17.8"
"SWE","","2010","18.2"
"SWE","","2011","18.6"
"SWE","","2012","19"
"SWE","","2013","19.4"
"SWE","","2014","19.8"
"SWE","","2015","20.2"
"SWE","","2016","20.6"
"TJK","","1975","4.1"
"TJK","","1976","4.2"
"TJK","","1977","4.3"
"TJK","","1978","4.4"
"TJK","","1979","4.5"
"TJK","","1980","4.7"
"TJK","","1981","4.8"
"TJK","","1982","4.9"
"TJK","","1983","5"
"TJK","","1984","5.2"
"TJK","","1985","5.3"
"TJK","","1986","5.5"
"TJK","","1987","5.6"
"TJK","","1988","5.8"
"TJK","","1989","6"
"TJK","","1990","6.1"
"TJK","","1991","6.3"
"TJK","","1992","6.5"
"TJK","","1993","6.6"
"TJK","","1994","6.8"
"TJK","","1995","7"
"TJK","","1996","7.2"
"TJK","","1997","7.4"
"TJK","","1998","7.5"
"TJK","","1999","7.8"
"TJK","","2000","8"
"TJK","","2001","8.2"
"TJK","","2002","8.5"
"TJK","","2003","8.8"
"TJK","","2004","9.1"
"TJK","","2005","9.4"
"TJK","","2006","9.7"
"TJK","","2007","10.1"
"TJK","","2008","10.5"
"TJK","","2009","10.9"
"TJK","","2010","11.3"
"TJK","","2011","11.8"
"TJK","","2012","12.2"
"TJK","","2013","12.7"
"TJK","","2014","13.2"
"TJK","","2015","13.7"
"TJK","","2016","14.2"
"TKM","","1975","5.6"
"TKM","","1976","5.8"
"TKM","","1977","5.9"
"TKM","","1978","6.1"
"TKM","","1979","6.2"
"TKM","","1980","6.4"
"TKM","","1981","6.6"
"TKM","","1982","6.7"
"TKM","","1983","6.9"
"TKM","","1984","7.1"
"TKM","","1985","7.2"
"TKM","","1986","7.4"
"TKM","","1987","7.6"
"TKM","","1988","7.8"
"TKM","","1989","8"
"TKM","","1990","8.2"
"TKM","","1991","8.4"
"TKM","","1992","8.6"
"TKM","","1993","8.9"
"TKM","","1994","9.1"
"TKM","","1995","9.4"
"TKM","","1996","9.7"
"TKM","","1997","10"
"TKM","","1998","10.3"
"TKM","","1999","10.6"
"TKM","","2000","11"
"TKM","","2001","11.3"
"TKM","","2002","11.7"
"TKM","","2003","12.1"
"TKM","","2004","12.5"
"TKM","","2005","12.9"
"TKM","","2006","13.4"
"TKM","","2007","13.8"
"TKM","","2008","14.3"
"TKM","","2009","14.8"
"TKM","","2010","15.3"
"TKM","","2011","15.8"
"TKM","","2012","16.3"
"TKM","","2013","16.9"
"TKM","","2014","17.4"
"TKM","","2015","18"
"TKM","","2016","18.6"
"TUR","","1975","8.6"
"TUR","","1976","8.9"
"TUR","","1977","9.3"
"TUR","","1978","9.6"
"TUR","","1979","10"
"TUR","","1980","10.4"
"TUR","","1981","10.8"
"TUR","","1982","11.3"
"TUR","","1983","11.8"
"TUR","","1984","12.3"
"TUR","","1985","13"
"TUR","","1986","13.6"
"TUR","","1987","14.2"
"TUR","","1988","14.9"
"TUR","","1989","15.6"
"TUR","","1990","16.3"
"TUR","","1991","16.9"
"TUR","","1992","17.6"
"TUR","","1993","18.2"
"TUR","","1994","18.8"
"TUR","","1995","19.4"
"TUR","","1996","20"
"TUR","","1997","20.5"
"TUR","","1998","21.1"
"TUR","","1999","21.6"
"TUR","","2000","22.2"
"TUR","","2001","22.7"
"TUR","","2002","23.3"
"TUR","","2003","23.9"
"TUR","","2004","24.5"
"TUR","","2005","25.1"
"TUR","","2006","25.7"
"TUR","","2007","26.3"
"TUR","","2008","26.9"
"TUR","","2009","27.6"
"TUR","","2010","28.2"
"TUR","","2011","28.9"
"TUR","","2012","29.5"
"TUR","","2013","30.2"
"TUR","","2014","30.8"
"TUR","","2015","31.5"
"TUR","","2016","32.1"
"UKR","","1975","12.3"
"UKR","","1976","12.6"
"UKR","","1977","12.8"
"UKR","","1978","13.1"
"UKR","","1979","13.4"
"UKR","","1980","13.7"
"UKR","","1981","14"
"UKR","","1982","14.3"
"UKR","","1983","14.6"
"UKR","","1984","14.9"
"UKR","","1985","15.2"
"UKR","","1986","15.5"
"UKR","","1987","15.8"
"UKR","","1988","16.1"
"UKR","","1989","16.3"
"UKR","","1990","16.6"
"UKR","","1991","16.9"
"UKR","","1992","17.2"
"UKR","","1993","17.4"
"UKR","","1994","17.7"
"UKR","","1995","17.9"
"UKR","","1996","18.1"
"UKR","","1997","18.4"
"UKR","","1998","18.6"
"UKR","","1999","18.8"
"UKR","","2000","19.1"
"UKR","","2001","19.3"
"UKR","","2002","19.6"
"UKR","","2003","19.9"
"UKR","","2004","20.2"
"UKR","","2005","20.5"
"UKR","","2006","20.8"
"UKR","","2007","21.1"
"UKR","","2008","21.4"
"UKR","","2009","21.7"
"UKR","","2010","22"
"UKR","","2011","22.4"
"UKR","","2012","22.7"
"UKR","","2013","23"
"UKR","","2014","23.4"
"UKR","","2015","23.7"
"UKR","","2016","24.1"
"UZB","","1975","4.4"
"UZB","","1976","4.6"
"UZB","","1977","4.8"
"UZB","","1978","5"
"UZB","","1979","5.2"
"UZB","","1980","5.4"
"UZB","","1981","5.6"
"UZB","","1982","5.8"
"UZB","","1983","6"
"UZB","","1984","6.2"
"UZB","","1985","6.4"
"UZB","","1986","6.6"
"UZB","","1987","6.8"
"UZB","","1988","7"
"UZB","","1989","7.2"
"UZB","","1990","7.4"
"UZB","","1991","7.6"
"UZB","","1992","7.8"
"UZB","","1993","8"
"UZB","","1994","8.2"
"UZB","","1995","8.5"
"UZB","","1996","8.7"
"UZB","","1997","8.9"
"UZB","","1998","9.2"
"UZB","","1999","9.5"
"UZB","","2000","9.8"
"UZB","","2001","10.1"
"UZB","","2002","10.4"
"UZB","","2003","10.7"
"UZB","","2004","11"
"UZB","","2005","11.4"
"UZB","","2006","11.8"
"UZB","","2007","12.2"
"UZB","","2008","12.6"
"UZB","","2009","13"
"UZB","","2010","13.5"
"UZB","","2011","13.9"
"UZB","","2012","14.4"
"UZB","","2013","14.9"
"UZB","","2014","15.4"
"UZB","","2015","16"
"UZB","","2016","16.6"
"","WHO_EURO","1975","9.80653588"
"","WHO_EURO","1976","10.07174603"
"","WHO_EURO","1977","10.32806367"
"","WHO_EURO","1978","10.59076721"
"","WHO_EURO","1979","10.8751686"
"","WHO_EURO","1980","11.15734973"
"","WHO_EURO","1981","11.41907112"
"","WHO_EURO","1982","11.71634416"
"","WHO_EURO","1983","11.97777635"
"","WHO_EURO","1984","12.27570822"
"","WHO_EURO","1985","12.55663091"
"","WHO_EURO","1986","12.85141661"
"","WHO_EURO","1987","13.14099451"
"","WHO_EURO","1988","13.44566874"
"","WHO_EURO","1989","13.75034448"
"","WHO_EURO","1990","14.04957017"
"","WHO_EURO","1991","14.36797576"
"","WHO_EURO","1992","14.65817129"
"","WHO_EURO","1993","14.95098531"
"","WHO_EURO","1994","15.27766496"
"","WHO_EURO","1995","15.57174029"
"","WHO_EURO","1996","15.89415225"
"","WHO_EURO","1997","16.20110029"
"","WHO_EURO","1998","16.52864313"
"","WHO_EURO","1999","16.82959383"
"","WHO_EURO","2000","17.16621523"
"","WHO_EURO","2001","17.50577667"
"","WHO_EURO","2002","17.84979768"
"","WHO_EURO","2003","18.19572322"
"","WHO_EURO","2004","18.55253697"
"","WHO_EURO","2005","18.92772088"
"","WHO_EURO","2006","19.29175312"
"","WHO_EURO","2007","19.68783041"
"","WHO_EURO","2008","20.05262512"
"","WHO_EURO","2009","20.44080644"
"","WHO_EURO","2010","20.81517356"
"","WHO_EURO","2011","21.22780799"
"","WHO_EURO","2012","21.62687341"
"","WHO_EURO","2013","22.03556931"
"","WHO_EURO","2014","22.47384838"
"","WHO_EURO","2015","22.89962086"
"","WHO_EURO","2016","23.33045042"

"Last update","2019.10.17 14:21:25 GMT"
"Description","Age-standardized prevalence of obesity (defined as BMI ≥ 30 kg/m2) in people aged 18 years and over (WHO estimates) (%)"
"Reference link","https://dw.euro.who.int/api/v3/measures/H2020_9?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2022. All rights reserved.","https://www.who.int/about/policies/publishing/copyright"
